No   IGT            Start RTA      End RTA        Length     Retime?    Reason / Notice
0    00:14.348      00:14.371      00:37.731      23.360                Paused by player, Unpause by changed look direction
43   24:17.745      55:32.582      55:35.262      2.680      2.680      Paused by player, Unpause by player
44   24:22.745      55:40.228      55:51.330      11.102     11.102     Paused by player, Unpause by player
45   59:58.345      1:31:26.902    1:31:39.693    12.791     12.791     Paused by player, Unpause by player
46   1:00:17.745    1:31:59.071    1:32:00.992    1.921      1.921      Paused by player, Unpause by player
47   1:00:27.895    1:32:11.151    1:32:14.942    3.791      3.791      Paused by player, Unpause by player
48   1:00:59.295    1:32:46.309    1:32:56.332    10.023     10.023     Paused by player, Unpause by player
49   1:07:00.445    1:39:06.711    1:39:50.812    44.101     44.101     Paused by player, Unpause by player
50   1:07:14.895    1:40:05.301    1:40:05.520    0.219      0.219      Paused by player, Unpause by player
51   1:07:15.145    1:40:05.754    1:40:10.537    4.783      4.783      Paused by player, Unpause by player
52   1:07:26.045    1:40:21.438    1:40:25.836    4.398      4.398      Paused by player, Unpause by player
53   1:07:27.845    1:40:27.631    1:40:30.289    2.658      2.658      Paused by player, Unpause by player
54   1:07:30.695    1:40:33.123    1:40:37.071    3.948      3.948      Paused by player, Unpause by player
55   1:07:38.245    1:40:44.612    1:40:46.679    2.067      2.067      Paused by player, Unpause by player
56   1:07:41.545    1:40:49.954    1:40:51.500    1.546      1.546      Paused by player, Unpause by player
57   1:07:42.445    1:40:52.375    1:40:53.400    1.025      1.025      Paused by player, Unpause by player
58   1:07:48.645    1:40:59.597    1:41:00.425    0.828      0.828      Paused by player, Unpause by player
59   1:07:49.095    1:41:00.847    1:41:02.644    1.797      1.797      Paused by player, Unpause by player
60   1:08:02.245    1:41:15.772    1:41:18.761    2.989      2.989      Paused by player, Unpause by player
61   1:08:02.545    1:41:19.048    1:41:20.007    0.959      0.959      Paused by player, Unpause by player
62   1:08:05.395    1:41:22.843    1:41:23.703    0.860      0.860      Paused by player, Unpause by player
1    1:08:11.545    1:41:29.828    1:41:51.854    22.026                Paused by leave the world, Unpause by rendered
2    1:08:13.039    1:41:53.365    1:41:54.428    1.063      1.063      Paused by player, Unpause by player
3    1:08:28.589    1:42:09.932    1:42:15.782    5.850      5.850      Paused by player, Unpause by player
4    1:08:30.889    1:42:18.054    1:42:19.334    1.280      1.280      Paused by player, Unpause by player
5    1:09:03.339    1:42:51.773    1:42:52.397    0.624      0.624      Paused by player, Unpause by player
6    1:09:03.739    1:42:52.769    1:42:53.406    0.637      0.637      Paused by player, Unpause by player
7    1:09:04.189    1:42:53.841    1:42:54.480    0.639      0.639      Paused by player, Unpause by player
8    1:09:04.539    1:42:54.815    1:42:55.319    0.504      0.504      Paused by player, Unpause by player
9    1:09:04.889    1:42:55.654    1:42:56.219    0.565      0.565      Paused by player, Unpause by player
10   1:09:05.239    1:42:56.538    1:42:56.891    0.353      0.353      Paused by player, Unpause by player
11   1:09:05.539    1:42:57.160    1:42:58.269    1.109      1.109      Paused by player, Unpause by player
12   1:09:06.039    1:42:58.722    1:43:00.338    1.616      1.616      Paused by player, Unpause by player
13   1:09:07.589    1:43:01.887    1:43:06.024    4.137      4.137      Paused by player, Unpause by player
14   1:09:12.989    1:43:11.425    1:43:12.611    1.186      1.186      Paused by player, Unpause by player
15   1:09:13.589    1:43:13.180    1:43:15.686    2.506      2.506      Paused by player, Unpause by player
16   1:09:17.789    1:43:19.858    1:43:20.873    1.015      1.015      Paused by player, Unpause by player
17   1:09:22.939    1:43:26.024    1:43:29.223    3.199      3.199      Paused by player, Unpause by player
18   1:09:33.489    1:43:39.773    1:43:41.326    1.553      1.553      Paused by player, Unpause by player
19   1:09:35.539    1:43:43.374    1:43:43.895    0.521      0.521      Paused by player, Unpause by player
20   1:09:35.989    1:43:44.320    1:43:44.822    0.502      0.502      Paused by player, Unpause by player
21   1:09:36.739    1:43:45.547    1:43:46.896    1.349      1.349      Paused by player, Unpause by player
22   1:09:37.239    1:43:47.365    1:43:48.605    1.240      1.240      Paused by player, Unpause by player
23   1:09:38.039    1:43:49.396    1:43:49.930    0.534      0.534      Paused by player, Unpause by player
24   1:09:38.989    1:43:50.886    1:43:51.459    0.573      0.573      Paused by player, Unpause by player
25   1:09:39.439    1:43:51.884    1:43:52.792    0.908      0.908      Paused by player, Unpause by player
26   1:09:39.789    1:43:53.110    1:43:53.663    0.553      0.553      Paused by player, Unpause by player
27   1:09:40.289    1:43:54.130    1:43:55.155    1.025      1.025      Paused by player, Unpause by player
28   1:10:08.489    1:44:23.354    1:44:26.348    2.994      2.994      Paused by player, Unpause by player
29   1:10:09.189    1:44:27.054    1:44:28.085    1.031      1.031      Paused by player, Unpause by player
30   1:10:10.239    1:44:29.110    1:44:29.750    0.640      0.640      Paused by player, Unpause by player
31   1:10:19.389    1:44:38.878    1:44:39.567    0.689      0.689      Paused by player, Unpause by player
32   1:10:30.439    1:44:50.608    1:44:53.227    2.619      2.619      Paused by player, Unpause by player
33   1:10:32.889    1:44:55.644    1:44:56.704    1.060      1.060      Paused by player, Unpause by player
34   1:10:33.239    1:44:57.009    1:44:57.447    0.438      0.438      Paused by player, Unpause by player
35   1:11:05.189    1:45:29.377    1:45:36.086    6.709      6.709      Paused by player, Unpause by player
36   1:11:05.739    1:45:36.607    1:45:48.501    11.894     11.894     Paused by player, Unpause by player
37   1:11:06.389    1:45:49.121    1:45:52.050    2.929      2.929      Paused by player, Unpause by player
38   1:11:35.389    1:46:21.047    1:46:24.916    3.869      3.869      Paused by player, Unpause by player
39   1:11:36.089    1:46:25.604    1:46:26.862    1.258      1.258      Paused by player, Unpause by player
40   1:11:37.339    1:46:28.089    1:46:29.265    1.176      1.176      Paused by player, Unpause by player
41   1:11:39.289    1:46:31.213    1:46:33.186    1.973      1.973      Paused by player, Unpause by player
42   1:12:41.389    1:47:35.264    1:47:37.534    2.270      2.270      Paused by player, Unpause by player
43   1:12:41.989    1:47:38.141    1:47:43.346    5.205      5.205      Paused by player, Unpause by player
44   1:12:50.839    1:47:52.199    1:47:54.559    2.360      2.360      Paused by player, Unpause by player
45   1:41:47.589    2:16:51.641    2:16:52.628    0.987      0.987      Paused by player, Unpause by player
46   1:45:11.789    2:20:16.868    2:25:16.132    299.264    299.264    Paused by player, Unpause by player
47   1:45:31.639    2:25:35.968    2:25:36.622    0.654      0.654      Paused by player, Unpause by player
48   1:45:32.639    2:25:37.613    2:25:38.042    0.429      0.429      Paused by player, Unpause by player
49   1:45:33.289    2:25:38.656    2:25:39.690    1.034      1.034      Paused by player, Unpause by player
50   1:45:34.489    2:25:40.873    2:25:41.659    0.786      0.786      Paused by player, Unpause by player
51   1:45:51.039    2:25:58.202    2:25:58.676    0.474      0.474      Paused by player, Unpause by player
52   1:45:56.389    2:26:04.002    2:26:14.932    10.930     10.930     Paused by player, Unpause by player
53   1:46:37.789    2:26:56.326    2:26:59.483    3.157      3.157      Paused by player, Unpause by player
54   1:46:39.489    2:27:01.168    2:27:01.687    0.519      0.519      Paused by player, Unpause by player
55   1:46:41.039    2:27:03.197    2:27:03.749    0.552      0.552      Paused by player, Unpause by player
56   1:46:41.489    2:27:04.173    2:27:04.866    0.693      0.693      Paused by player, Unpause by player
57   1:46:42.439    2:27:05.790    2:27:06.411    0.621      0.621      Paused by player, Unpause by player
58   1:46:42.939    2:27:06.915    2:27:07.462    0.547      0.547      Paused by player, Unpause by player
59   1:46:44.439    2:27:08.966    2:27:09.325    0.359      0.359      Paused by player, Unpause by player
60   1:46:45.339    2:27:10.223    2:27:10.793    0.570      0.570      Paused by player, Unpause by player
61   1:46:46.839    2:27:12.275    2:27:13.397    1.122      1.122      Paused by player, Unpause by player
62   1:46:47.289    2:27:13.857    2:27:14.204    0.347      0.347      Paused by player, Unpause by player
63   1:46:47.639    2:27:14.560    2:27:15.160    0.600      0.600      Paused by player, Unpause by player
64   1:47:05.939    2:27:33.418    2:27:34.053    0.635      0.635      Paused by player, Unpause by player
65   1:47:06.489    2:27:34.570    2:27:35.142    0.572      0.572      Paused by player, Unpause by player
66   1:47:17.239    2:27:45.889    2:27:47.830    1.941      1.941      Paused by player, Unpause by player
67   1:47:17.789    2:27:48.339    2:27:56.400    8.061      8.061      Paused by player, Unpause by player
68   1:47:46.789    2:28:25.392    2:28:26.177    0.785      0.785      Paused by player, Unpause by player
69   1:47:52.689    2:28:32.050    2:28:34.053    2.003      2.003      Paused by player, Unpause by player
70   1:47:53.589    2:28:34.915    2:28:35.360    0.445      0.445      Paused by player, Unpause by player
71   1:47:54.089    2:28:35.830    2:28:36.235    0.405      0.405      Paused by player, Unpause by player
72   1:48:16.539    2:28:58.656    2:28:59.196    0.540      0.540      Paused by player, Unpause by player
73   1:48:18.189    2:29:00.827    2:29:02.641    1.814      1.814      Paused by player, Unpause by player
74   1:48:25.839    2:29:10.247    2:29:10.733    0.486      0.486      Paused by player, Unpause by player
75   1:48:26.389    2:29:11.267    2:29:12.054    0.787      0.787      Paused by player, Unpause by player
76   1:48:32.239    2:29:17.896    2:29:18.441    0.545      0.545      Paused by player, Unpause by player
77   1:48:39.939    2:29:26.142    2:29:26.516    0.374      0.374      Paused by player, Unpause by player
78   1:48:40.289    2:29:26.840    2:29:27.321    0.481      0.481      Paused by player, Unpause by player
79   1:48:40.789    2:29:27.818    2:29:28.221    0.403      0.403      Paused by player, Unpause by player
80   1:49:32.389    2:30:19.819    2:30:20.253    0.434      0.434      Paused by player, Unpause by player
81   1:49:32.639    2:30:20.465    2:30:20.788    0.323      0.323      Paused by player, Unpause by player
82   1:49:34.839    2:30:22.983    2:30:23.839    0.856      0.856      Paused by player, Unpause by player
83   1:49:35.289    2:30:24.278    2:30:24.831    0.553      0.553      Paused by player, Unpause by player
84   1:49:44.489    2:30:34.026    2:30:34.273    0.247      0.247      Paused by player, Unpause by player
85   1:49:45.139    2:30:34.919    2:30:35.157    0.238      0.238      Paused by player, Unpause by player
86   1:50:07.789    2:30:57.815    2:30:58.986    1.171      1.171      Paused by player, Unpause by player
87   1:50:08.539    2:30:59.717    2:31:00.918    1.201      1.201      Paused by player, Unpause by player
88   1:50:09.039    2:31:01.406    2:31:08.257    6.851      6.851      Paused by player, Unpause by player
89   1:50:17.939    2:31:17.149    2:31:17.826    0.677      0.677      Paused by player, Unpause by player
90   1:50:19.389    2:31:19.233    2:31:19.534    0.301      0.301      Paused by player, Unpause by player
91   1:50:45.739    2:31:45.845    2:31:46.654    0.809      0.809      Paused by player, Unpause by player
92   1:51:13.739    2:32:14.679    2:32:31.048    16.369     16.369     Paused by player, Unpause by player
93   1:51:16.339    2:32:33.647    2:32:48.601    14.954     14.954     Paused by player, Unpause by player
94   1:51:17.239    2:32:49.489    2:32:54.737    5.248      5.248      Paused by player, Unpause by player
95   1:51:54.189    2:33:31.676    2:33:32.163    0.487      0.487      Paused by player, Unpause by player
96   1:51:55.489    2:33:33.459    2:33:34.559    1.100      1.100      Paused by player, Unpause by player
97   1:51:55.839    2:33:34.894    2:33:35.098    0.204      0.204      Paused by player, Unpause by player
98   1:51:56.739    2:33:35.987    2:33:36.404    0.417      0.417      Paused by player, Unpause by player
99   1:52:01.039    2:33:40.670    2:33:41.034    0.364      0.364      Paused by player, Unpause by player
100  1:52:01.389    2:33:41.387    2:33:41.612    0.225      0.225      Paused by player, Unpause by player
101  1:52:26.789    2:34:06.990    2:34:10.102    3.112      3.112      Paused by player, Unpause by player
102  1:55:09.539    2:36:52.810    2:38:51.558    118.748    118.748    Paused by player, Unpause by player
103  1:55:17.739    2:38:59.723    2:39:16.580    16.857     16.857     Paused by player, Unpause by player
104  1:55:17.939    2:39:16.749    2:39:20.011    3.262      3.262      Paused by player, Unpause by player
105  1:55:24.539    2:39:26.615    2:39:39.965    13.350     13.350     Paused by player, Unpause by player
106  1:55:27.489    2:39:42.922    2:39:46.253    3.331      3.331      Paused by player, Unpause by player
107  1:55:29.689    2:39:48.425    2:39:53.248    4.823      4.823      Paused by player, Unpause by player
108  1:55:36.539    2:40:00.091    2:40:09.298    9.207      9.207      Paused by player, Unpause by player
109  1:55:39.639    2:40:12.390    2:41:03.944    51.554     51.554     Paused by player, Unpause by player
110  1:55:48.489    2:41:12.781    2:41:13.758    0.977      0.977      Paused by player, Unpause by player
111  1:55:51.189    2:41:16.414    2:41:23.625    7.211      7.211      Paused by player, Unpause by player
112  1:55:52.989    2:41:25.420    2:41:27.205    1.785      1.785      Paused by player, Unpause by player
113  1:55:53.139    2:41:27.323    2:41:27.942    0.619      0.619      Paused by player, Unpause by player
114  1:55:54.439    2:41:29.231    2:41:29.904    0.673      0.673      Paused by player, Unpause by player
115  1:56:00.139    2:41:35.569    2:41:37.085    1.516      1.516      Paused by player, Unpause by player
116  1:56:00.939    2:41:37.894    2:41:38.287    0.393      0.393      Paused by player, Unpause by player
117  1:56:01.789    2:41:39.100    2:41:39.774    0.674      0.674      Paused by player, Unpause by player
118  1:56:02.139    2:41:40.109    2:41:42.619    2.510      2.510      Paused by player, Unpause by player
119  1:56:37.139    2:42:17.630    2:42:26.025    8.395      8.395      Paused by player, Unpause by player
120  1:58:47.389    2:44:36.267    2:44:36.941    0.674      0.674      Paused by player, Unpause by player
121  1:59:35.639    2:45:25.161    2:45:41.395    16.234     16.234     Paused by player, Unpause by player
122  1:59:55.189    2:46:00.929    2:46:01.562    0.633      0.633      Paused by player, Unpause by player
123  2:00:02.489    2:46:08.863    2:46:22.052    13.189     13.189     Paused by player, Unpause by player
124  2:00:20.289    2:46:39.859    2:46:44.839    4.980      4.980      Paused by player, Unpause by player
125  2:00:21.089    2:46:45.609    2:46:47.111    1.502      1.502      Paused by player, Unpause by player
126  2:00:23.639    2:46:49.639    2:46:50.616    0.977      0.977      Paused by player, Unpause by player
127  2:01:09.189    2:47:36.167    2:47:38.392    2.225      2.225      Paused by player, Unpause by player
128  2:01:09.539    2:47:38.713    2:47:40.106    1.393      1.393      Paused by player, Unpause by player
129  2:01:10.639    2:47:41.180    2:47:42.114    0.934      0.934      Paused by player, Unpause by player
130  2:01:10.989    2:47:42.450    2:47:43.038    0.588      0.588      Paused by player, Unpause by player
131  2:01:11.639    2:47:43.693    2:47:44.254    0.561      0.561      Paused by player, Unpause by player
132  2:01:18.789    2:47:51.393    2:47:52.677    1.284      1.284      Paused by player, Unpause by player
133  2:01:44.139    2:48:17.981    2:48:18.456    0.475      0.475      Paused by player, Unpause by player
